"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Newberry","64"
1,"Alachua","Florida","Hawthorne","18"
1,"Alachua","Florida","Archer","24"
1,"Alachua","Florida","La Crosse","4"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","Waldo","9"
1,"Alachua","Florida","Alachua","94"
1,"Alachua","Florida","High Springs","32"
1,"Alachua","Florida","Tioga","5"
1,"Alachua","Florida","Earleton","2"
1,"Alachua","Florida","Gainesville","1398"
1,"Alachua","Florida","Santa Fe","5"
1,"Alachua","Florida","Micanopy","8"
2,"Baker","Florida","Macclenny","74"
2,"Baker","Florida","Glen Saint Mary","13"
2,"Baker","Florida","Sanderson","19"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Youngstown","14"
3,"Bay","Florida","Panama City","533"
3,"Bay","Florida","Callaway","7"
3,"Bay","Florida","Panama City Beach","125"
3,"Bay","Florida","Watersound","1"
3,"Bay","Florida","Tyndall Air Force Base","3"
3,"Bay","Florida","Southport","12"
3,"Bay","Florida","Fountain","5"
3,"Bay","Florida","Seacrest","1"
3,"Bay","Florida","Lynn Haven","71"
3,"Bay","Florida","Inlet Beach","1"
3,"Bay","Florida","Parker","1"
4,"Bradford","Florida","Hampton","3"
4,"Bradford","Florida","Starke","73"
4,"Bradford","Florida","Brooker","3"
4,"Bradford","Florida","Lawtey","17"
4,"Bradford","Florida","Lake Butler","2"
5,"Brevard","Florida","Melbourne","759"
5,"Brevard","Florida","Indian Harbour Beach","21"
5,"Brevard","Florida","Titusville","169"
5,"Brevard","Florida","Indialantic","48"
5,"Brevard","Florida","Palm Shores","1"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Rockledge","153"
5,"Brevard","Florida","Cape Canaveral","43"
5,"Brevard","Florida","Barefoot Bay","8"
5,"Brevard","Florida","Grant-Valkaria","12"
5,"Brevard","Florida","Satellite Beach","77"
5,"Brevard","Florida","Malabar","16"
5,"Brevard","Florida","Cocoa","355"
5,"Brevard","Florida","Orlando","1"
5,"Brevard","Florida","Cocoa Beach","84"
5,"Brevard","Florida","Patrick Air Force Base","10"
5,"Brevard","Florida","Viera","22"
5,"Brevard","Florida","Fellsmele","1"
5,"Brevard","Florida","Palm Bay","537"
