"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Santa Fe","2"
1,"Alachua","Florida","Gainesville","620"
1,"Alachua","Florida","Alachua","33"
1,"Alachua","Florida","Tioga","4"
1,"Alachua","Florida","Archer","8"
1,"Alachua","Florida","Hawthorne","8"
1,"Alachua","Florida","La Crosse","1"
1,"Alachua","Florida","Micanopy","4"
1,"Alachua","Florida","Waldo","7"
1,"Alachua","Florida","Newberry","30"
1,"Alachua","Florida","High Springs","16"
2,"Baker","Florida","Glen Saint Mary","5"
2,"Baker","Florida","Macclenny","26"
2,"Baker","Florida","Sanderson","8"
3,"Bay","Florida","Youngstown","5"
3,"Bay","Florida","Lynn Haven","22"
3,"Bay","Florida","Tyndall Air Force Base","1"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Panama City Beach","27"
3,"Bay","Florida","Southport","4"
3,"Bay","Florida","Callaway","3"
3,"Bay","Florida","Fountain","2"
3,"Bay","Florida","Panama City","151"
4,"Bradford","Florida","Brooker","2"
4,"Bradford","Florida","Lawtey","7"
4,"Bradford","Florida","Lake Butler","1"
4,"Bradford","Florida","Hampton","1"
4,"Bradford","Florida","Starke","53"
5,"Brevard","Florida","Satellite Beach","28"
5,"Brevard","Florida","West Melbourne","11"
5,"Brevard","Florida","Patrick Air Force Base","1"
5,"Brevard","Florida","Cape Canaveral","9"
5,"Brevard","Florida","Sebastian","3"
5,"Brevard","Florida","Malabar","3"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Melbourne Beach","5"
5,"Brevard","Florida","Viera","15"
5,"Brevard","Florida","Melbourne","245"
5,"Brevard","Florida","Grant-Valkaria","4"
5,"Brevard","Florida","Port Saint John","1"
5,"Brevard","Florida","Palm Bay","162"
5,"Brevard","Florida","Cocoa","167"
5,"Brevard","Florida","Merritt Island","49"
5,"Brevard","Florida","Titusville","61"
5,"Brevard","Florida","Indian Harbour Beach","7"
5,"Brevard","Florida","Indialantic","11"
5,"Brevard","Florida","Rockledge","52"
5,"Brevard","Florida","Barefoot Bay","3"
5,"Brevard","Florida","Cocoa Beach","26"
5,"Brevard","Florida","Mims","10"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Pembroke Pines","232"
6,"Broward","Florida","Deerfield Beach","341"
6,"Broward","Florida","Plantation","261"
6,"Broward","Florida","Tamarac","250"
6,"Broward","Florida","Wilton Manors","129"
6,"Broward","Florida","Southwest Ranches","15"
6,"Broward","Florida","Hallandale Beach","15"
6,"Broward","Florida","Pembroke Park","2"
6,"Broward","Florida","Lighthouse Point","7"
6,"Broward","Florida","Pompano Beach","1350"
6,"Broward","Florida","Davie","325"
6,"Broward","Florida","At Large","1"
6,"Broward","Florida","Fort Lauderdale","2537"
6,"Broward","Florida","Lauderdale Lakes","98"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","Miramar","769"
6,"Broward","Florida","Parkland","52"
6,"Broward","Florida","Cooper City","71"
6,"Broward","Florida","Coral Springs","481"
6,"Broward","Florida","Weston","196"
6,"Broward","Florida","City Of Sunrise","1"
6,"Broward","Florida","Sunrise","372"
6,"Broward","Florida","Oakland Park","173"
6,"Broward","Florida","Coconut Creek","188"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Dania Beach","3"
6,"Broward","Florida","Lauderhill","132"
6,"Broward","Florida","North Lauderdale","238"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","West Park","9"
6,"Broward","Florida","Dania","67"
6,"Broward","Florida","Hollywood","2324"
6,"Broward","Florida","Margate","293"
6,"Broward","Florida","Lauderdale By The Sea","3"
6,"Broward","Florida","Hallandale","187"
7,"Calhoun","Florida","Blountstown","81"
7,"Calhoun","Florida","Altha","5"
8,"Charlotte","Florida","Punta Gorda","199"
8,"Charlotte","Florida","Cape Haze","1"
8,"Charlotte","Florida","Englewood","18"
8,"Charlotte","Florida","Rotunda West","19"
8,"Charlotte","Florida","Port Charlotte","357"
8,"Charlotte","Florida","Placida","5"
9,"Citrus","Florida","Inverness","70"
9,"Citrus","Florida","Citrus Springs","15"
9,"Citrus","Florida","Dunnellon","9"
9,"Citrus","Florida","Floral City","6"
9,"Citrus","Florida","Crystal River","30"
9,"Citrus","Florida","Hernando","12"
9,"Citrus","Florida","Lecanto","18"
9,"Citrus","Florida","Beverly Hills","13"
9,"Citrus","Florida","Homosassa","17"
10,"Clay","Florida","Fleming Island","50"
10,"Clay","Florida","Green Cove Springs","125"
10,"Clay","Florida","Keystone Heights","13"
10,"Clay","Florida","Orange Park","222"
10,"Clay","Florida","Middleburg","91"
10,"Clay","Florida","Penney Farms","1"
11,"Collier","Florida","Apo","1"
11,"Collier","Florida","Immokalee","1346"
11,"Collier","Florida","Everglades City","1"
11,"Collier","Florida","Ave Maria","34"
11,"Collier","Florida","Naples","1761"
11,"Collier","Florida","Ochopee","2"
11,"Collier","Florida","Estero","1"
11,"Collier","Florida","Goodland","2"
11,"Collier","Florida","Marco Island","24"
12,"Columbia","Florida","Fort White","14"
12,"Columbia","Florida","Lake City","215"
13,"Dade","Florida","Miami","15783"
13,"Dade","Florida","Surfside","12"
13,"Dade","Florida","North Miami Beach","422"
13,"Dade","Florida","Hialeah","3576"
13,"Dade","Florida","Princeton","3"
13,"Dade","Florida","Bal Harbour","16"
13,"Dade","Florida","Coconut Grove","13"
13,"Dade","Florida","Perrine","1"
13,"Dade","Florida","Cutler Bay","17"
13,"Dade","Florida","Homestead","1819"
13,"Dade","Florida","Key Biscayne","80"
13,"Dade","Florida","Coral Gables","203"
13,"Dade","Florida","Quail Heights","1"
13,"Dade","Florida","Fisher Island","2"
13,"Dade","Florida","South Miami","260"
13,"Dade","Florida","Village Of Palmetto Bay","3"
13,"Dade","Florida","Miami Beach","1044"
13,"Dade","Florida","West Miami","16"
13,"Dade","Florida","Miami Lakes","96"
13,"Dade","Florida","Tcllywsoo","1"
13,"Dade","Florida","Palmetto Bay","43"
13,"Dade","Florida","Medley","15"
13,"Dade","Florida","Opa Locka","536"
13,"Dade","Florida","North Bay Village","14"
13,"Dade","Florida","Miami Shores","7"
13,"Dade","Florida","Golden Beach","5"
13,"Dade","Florida","Carol City","20"
13,"Dade","Florida","Bay Harbor Islands","6"
13,"Dade","Florida","Kendall","10"
13,"Dade","Florida","Sweetwater","4"
13,"Dade","Florida","Miami Gardens","640"
13,"Dade","Florida","Florida City","418"
13,"Dade","Florida","Sunny Isles Beach","11"
13,"Dade","Florida","Naranja","4"
13,"Dade","Florida","Goulds","4"
13,"Dade","Florida","Virginia Gardens","1"
13,"Dade","Florida","Pinecrest","74"
13,"Dade","Florida","Hialeah Gardens","14"
13,"Dade","Florida","Miami Springs","12"
13,"Dade","Florida","North Miami","420"
13,"Dade","Florida","Biscayne Park","15"
13,"Dade","Florida","Everglades National Park","1"
13,"Dade","Florida","Doral","337"
13,"Dade","Florida","Aventura","218"
13,"Dade","Florida","El Portal","19"
14,"Desoto","Florida","Arcadia","433"
14,"Desoto","Florida","Lake Suzy","7"
14,"Desoto","Florida","Nocatee","5"
15,"Dixie","Florida","Steinhatchee","1"
15,"Dixie","Florida","Old Town","36"
15,"Dixie","Florida","Cross City","24"
16,"Duval","Florida","Jacksonville","2824"
16,"Duval","Florida","Mayport","1"
16,"Duval","Florida","Atlantic Beach","56"
16,"Duval","Florida","Baldwin","1"
16,"Duval","Florida","Fpo","2"
16,"Duval","Florida","Jacksonville Beach","151"
16,"Duval","Florida","Jupiter","1"
16,"Duval","Florida","Neptune Beach","32"
17,"Escambia","Florida","Perdido Key","1"
17,"Escambia","Florida","Century","8"
17,"Escambia","Florida","Pensacola Naval Hospital","1"
17,"Escambia","Florida","Molino","16"
17,"Escambia","Florida","Walnut Hill","1"
17,"Escambia","Florida","Bellview","6"
17,"Escambia","Florida","Pensacola","877"
17,"Escambia","Florida","Cantonment","69"
17,"Escambia","Florida","Alva","1"
17,"Escambia","Florida","Mcdavid","2"
17,"Escambia","Florida","Gulf Breeze","1"
17,"Escambia","Florida","Pensacola Beach","1"
