"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Earleton","2"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","Tioga","6"
1,"Alachua","Florida","Micanopy","9"
1,"Alachua","Florida","Santa Fe","7"
1,"Alachua","Florida","Waldo","8"
1,"Alachua","Florida","High Springs","34"
1,"Alachua","Florida","Hawthorne","19"
1,"Alachua","Florida","Newberry","74"
1,"Alachua","Florida","La Crosse","4"
1,"Alachua","Florida","Alachua","98"
1,"Alachua","Florida","Gainesville","1641"
1,"Alachua","Florida","Archer","31"
2,"Baker","Florida","Sanderson","22"
2,"Baker","Florida","Macclenny","88"
2,"Baker","Florida","Glen Saint Mary","14"
2,"Baker","Florida","Olustee","1"
3,"Bay","Florida","Fountain","8"
3,"Bay","Florida","Panama City","678"
3,"Bay","Florida","Panama City Beach","151"
3,"Bay","Florida","Seacrest","1"
3,"Bay","Florida","Watersound","1"
3,"Bay","Florida","Inlet Beach","2"
3,"Bay","Florida","Tyndall Air Force Base","4"
3,"Bay","Florida","Lynn Haven","94"
3,"Bay","Florida","Southport","15"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Youngstown","15"
3,"Bay","Florida","Callaway","8"
4,"Bradford","Florida","Starke","84"
4,"Bradford","Florida","Lawtey","19"
4,"Bradford","Florida","Lake Butler","2"
4,"Bradford","Florida","Hampton","4"
4,"Bradford","Florida","Brooker","5"
5,"Brevard","Florida","Sharpes","1"
5,"Brevard","Florida","Cocoa Beach","100"
5,"Brevard","Florida","Indialantic","55"
5,"Brevard","Florida","Palm Shores","2"
5,"Brevard","Florida","Sebastian","6"
5,"Brevard","Florida","Fellsmele","1"
5,"Brevard","Florida","Rockledge","172"
5,"Brevard","Florida","Patrick Air Force Base","15"
5,"Brevard","Florida","Titusville","196"
5,"Brevard","Florida","Attached","1"
5,"Brevard","Florida","Indian Harbour Beach","22"
5,"Brevard","Florida","Palm Bay","623"
5,"Brevard","Florida","Merritt Island","221"
5,"Brevard","Florida","Cape Canaveral","46"
5,"Brevard","Florida","Viera","22"
5,"Brevard","Florida","Port Saint John","2"
5,"Brevard","Florida","Malabar","18"
5,"Brevard","Florida","Mims","39"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Barefoot Bay","9"
5,"Brevard","Florida","Melbourne Beach","28"
5,"Brevard","Florida","Orlando","1"
5,"Brevard","Florida","Melbourne","882"
5,"Brevard","Florida","West Melbourne","64"
5,"Brevard","Florida","Cocoa","386"
5,"Brevard","Florida","Satellite Beach","85"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Grant-Valkaria","14"
6,"Broward","Florida","Lighthouse Point","10"
6,"Broward","Florida","Hallandale","471"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Davie","864"
6,"Broward","Florida","Hollywood","5349"
6,"Broward","Florida","Lauderdale Lakes","148"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","Oakland Park","406"
6,"Broward","Florida","West Hollywood","1"
6,"Broward","Florida","Hallandle Beach","1"
6,"Broward","Florida","Deerfield Beach","784"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Port Everglades","1"
