"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","Tioga","4"
1,"Alachua","Florida","Earleton","2"
1,"Alachua","Florida","Micanopy","8"
1,"Alachua","Florida","Hawthorne","16"
1,"Alachua","Florida","Alachua","82"
1,"Alachua","Florida","Archer","21"
1,"Alachua","Florida","Gainesville","1303"
1,"Alachua","Florida","La Crosse","3"
1,"Alachua","Florida","High Springs","31"
1,"Alachua","Florida","Newberry","60"
1,"Alachua","Florida","Waldo","8"
1,"Alachua","Florida","Port Richey","1"
1,"Alachua","Florida","Santa Fe","5"
2,"Baker","Florida","Glen Saint Mary","13"
2,"Baker","Florida","Sanderson","17"
2,"Baker","Florida","Macclenny","68"
3,"Bay","Florida","Youngstown","13"
3,"Bay","Florida","Inlet Beach","1"
3,"Bay","Florida","Fountain","5"
3,"Bay","Florida","Southport","10"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Lynn Haven","60"
3,"Bay","Florida","Panama City","458"
3,"Bay","Florida","Callaway","7"
3,"Bay","Florida","Tyndall Air Force Base","3"
3,"Bay","Florida","Panama City Beach","113"
3,"Bay","Florida","Parker","1"
4,"Bradford","Florida","Starke","70"
4,"Bradford","Florida","Lawtey","14"
4,"Bradford","Florida","Lake Butler","1"
4,"Bradford","Florida","Brooker","3"
4,"Bradford","Florida","Hampton","3"
5,"Brevard","Florida","Sharpes","2"
5,"Brevard","Florida","Barefoot Bay","7"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Melbourne","707"
5,"Brevard","Florida","Patrick Air Force Base","8"
5,"Brevard","Florida","Grant-Valkaria","9"
5,"Brevard","Florida","Rockledge","143"
5,"Brevard","Florida","Orlando","1"
5,"Brevard","Florida","Palm Shores","1"
5,"Brevard","Florida","Sebastian","5"
5,"Brevard","Florida","Satellite Beach","74"
5,"Brevard","Florida","Palm Bay","492"
5,"Brevard","Florida","Indian Harbour Beach","18"
5,"Brevard","Florida","Mims","32"
5,"Brevard","Florida","Fellsmele","1"
5,"Brevard","Florida","Titusville","154"
5,"Brevard","Florida","Melbourne Beach","22"
5,"Brevard","Florida","Cape Canaveral","43"
5,"Brevard","Florida","Cocoa","333"
5,"Brevard","Florida","West Melbourne","47"
5,"Brevard","Florida","Viera","20"
5,"Brevard","Florida","Indialantic","42"
5,"Brevard","Florida","Cocoa Beach","81"
5,"Brevard","Florida","Port Saint John","2"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Merritt Island","177"
5,"Brevard","Florida","Malabar","15"
6,"Broward","Florida","West Hollywood","1"
6,"Broward","Florida","Lauderdale By The Sea","14"
6,"Broward","Florida","Wilton Manors","155"
6,"Broward","Florida","City Of Sunrise","2"
6,"Broward","Florida","At Large","2"
6,"Broward","Florida","Tamarac","478"
6,"Broward","Florida","Hollywood","4337"
6,"Broward","Florida","Pembroke Pines","352"
6,"Broward","Florida","Weston","356"
6,"Broward","Florida","Davie","668"
6,"Broward","Florida","Hallandale Beach","21"
6,"Broward","Florida","Fort Lauderdale","4673"
6,"Broward","Florida","Oakland Park","328"
6,"Broward","Florida","West Park","10"
6,"Broward","Florida","Twentynine Palms","1"
6,"Broward","Florida","Pembroke Park","2"
6,"Broward","Florida","Hallandale","371"
6,"Broward","Florida","Sunrise","683"
6,"Broward","Florida","Dania Beach","5"
6,"Broward","Florida","Dania","146"
6,"Broward","Florida","Southwest Ranches","35"
6,"Broward","Florida","Lauderhill","162"
6,"Broward","Florida","Lauderdale Lakes","129"
6,"Broward","Florida","Coral Springs","801"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Plantation","532"
6,"Broward","Florida","North Lauderdale","375"
6,"Broward","Florida","Pompano Beach","2380"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","Miramar","1431"
6,"Broward","Florida","Coconut Creek","379"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Deerfield Beach","610"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","Lighthouse Point","9"
6,"Broward","Florida","Parkland","98"
6,"Broward","Florida","Margate","460"
6,"Broward","Florida","Cooper City","148"
7,"Calhoun","Florida","Altha","13"
7,"Calhoun","Florida","Kinard","2"
7,"Calhoun","Florida","Clarksville","2"
7,"Calhoun","Florida","Blountstown","77"
8,"Charlotte","Florida","Cape Haze","1"
8,"Charlotte","Florida","Punta Gorda","302"
8,"Charlotte","Florida","Port Charlotte","525"
8,"Charlotte","Florida","Rotunda West","30"
8,"Charlotte","Florida","Placida","7"
8,"Charlotte","Florida","Englewood","48"
9,"Citrus","Florida","Beverly Hills","27"
9,"Citrus","Florida","Citrus Springs","18"
9,"Citrus","Florida","Dunnellon","17"
9,"Citrus","Florida","Inverness","105"
9,"Citrus","Florida","Hernando","21"
9,"Citrus","Florida","Homosassa","37"
9,"Citrus","Florida","Floral City","6"
9,"Citrus","Florida","Holder","1"
9,"Citrus","Florida","Crystal River","63"
9,"Citrus","Florida","Lecanto","24"
10,"Clay","Florida","Middleburg","212"
10,"Clay","Florida","Orange Park","453"
10,"Clay","Florida","Fleming Island","119"
10,"Clay","Florida","Penney Farms","1"
10,"Clay","Florida","Keystone Heights","21"
10,"Clay","Florida","Green Cove Springs","168"
11,"Collier","Florida","Ave Maria","48"
11,"Collier","Florida","Naples","3020"
11,"Collier","Florida","Bonita Springs","1"
11,"Collier","Florida","Chokoloskee","1"
11,"Collier","Florida","Immokalee","1586"
11,"Collier","Florida","Apo","1"
11,"Collier","Florida","Everglades City","1"
11,"Collier","Florida","Estero","1"
11,"Collier","Florida","Marco Island","41"
11,"Collier","Florida","Goodland","2"
11,"Collier","Florida","Ochopee","12"
12,"Columbia","Florida","Fort White","24"
12,"Columbia","Florida","Lake City","333"
13,"Dade","Florida","Miami","28413"
13,"Dade","Florida","Goulds","5"
13,"Dade","Florida","Aollywoss","1"
13,"Dade","Florida","Perrine","2"
13,"Dade","Florida","Hialeah","6551"
13,"Dade","Florida","North Miami Beach","711"
13,"Dade","Florida","El Portal","24"
13,"Dade","Florida","Miami Lakes","242"
13,"Dade","Florida","Carol City","53"
13,"Dade","Florida","Kendall","11"
13,"Dade","Florida","Homestead","3175"
13,"Dade","Florida","Coconut Grove","23"
13,"Dade","Florida","Coral Gables","392"
13,"Dade","Florida","Bal Harbour","23"
13,"Dade","Florida","Bay Harbor Islands","7"
13,"Dade","Florida","Palmetto Bay","77"
13,"Dade","Florida","Biscayne Park","22"
13,"Dade","Florida","Doral","592"
13,"Dade","Florida","Hialeah Gardens","15"
13,"Dade","Florida","Everglades National Park","1"
13,"Dade","Florida","Miami Springs","13"
13,"Dade","Florida","North Bay Village","14"
13,"Dade","Florida","Naranja","9"
13,"Dade","Florida","Fl","1"
13,"Dade","Florida","Miami Beach","1498"
13,"Dade","Florida","Florida City","553"
13,"Dade","Florida","Village Of Palmetto Bay","6"
13,"Dade","Florida","Sunny Isles Beach","14"
13,"Dade","Florida","Sweetwater","9"
13,"Dade","Florida","Princeton","11"
13,"Dade","Florida","Miami Gardens","1202"
13,"Dade","Florida","Smiawic","1"
13,"Dade","Florida","West Miami","31"
13,"Dade","Florida","Cutler Ridge","2"
13,"Dade","Florida","Opa Locka","977"
13,"Dade","Florida","Fisher Island","2"
13,"Dade","Florida","South Miami","290"
13,"Dade","Florida","Golden Beach","6"
13,"Dade","Florida","Key Biscayne","121"
13,"Dade","Florida","Medley","37"
13,"Dade","Florida","Pinecrest","128"
13,"Dade","Florida","Saint Petersburg","1"
13,"Dade","Florida","Quail Heights","1"
13,"Dade","Florida","Surfside","21"
13,"Dade","Florida","Virginia Gardens","1"
13,"Dade","Florida","North Miami","564"
13,"Dade","Florida","Miami Shores","8"
13,"Dade","Florida","Cutler Bay","20"
13,"Dade","Florida","Aventura","301"
14,"Desoto","Florida","Lake Suzy","7"
14,"Desoto","Florida","Nocatee","7"
14,"Desoto","Florida","Arcadia","652"
15,"Dixie","Florida","Cross City","29"
15,"Dixie","Florida","Steinhatchee","1"
15,"Dixie","Florida","Old Town","44"
16,"Duval","Florida","Neptune Beach","90"
16,"Duval","Florida","Jupiter","1"
16,"Duval","Florida","Jacksonville","8279"
16,"Duval","Florida","Jacksonville Beach","372"
16,"Duval","Florida","Fpo","2"
16,"Duval","Florida","Atlantic Beach","147"
16,"Duval","Florida","Dinsmore","2"
16,"Duval","Florida","Baldwin","6"
16,"Duval","Florida","Mayport","3"
16,"Duval","Florida","Saint Johns","1"
17,"Escambia","Florida","Milton","1"
17,"Escambia","Florida","Mcdavid","7"
17,"Escambia","Florida","Alva","1"
17,"Escambia","Florida","Pensacola Beach","1"
17,"Escambia","Florida","Molino","31"
17,"Escambia","Florida","Perdido Key","3"
17,"Escambia","Florida","Cantonment","185"
17,"Escambia","Florida","Pensacola","2089"
17,"Escambia","Florida","Pensacola Naval Hospital","1"
17,"Escambia","Florida","Walnut Hill","3"
17,"Escambia","Florida","Century","16"
17,"Escambia","Florida","Bellview","7"
17,"Escambia","Florida","Gulf Breeze","2"
18,"Flagler","Florida","Bunnell","27"
18,"Flagler","Florida","Palm Coast","301"
18,"Flagler","Florida","Flagler Beach","29"
19,"Franklin","Florida","Carrabelle","5"
19,"Franklin","Florida","Apalachicola","4"
19,"Franklin","Florida","Eastpoint","4"
20,"Gadsden","Florida","Greensboro","10"
20,"Gadsden","Florida","Chattahoochee","29"
20,"Gadsden","Florida","Midway","34"
20,"Gadsden","Florida","Gretna","22"
20,"Gadsden","Florida","Quincy","311"
20,"Gadsden","Florida","Havana","45"
21,"Gilchrist","Florida","Bell","19"
21,"Gilchrist","Florida","Fanning Springs","1"
21,"Gilchrist","Florida","Trenton","85"
22,"Glades","Florida","Moore Haven","165"
22,"Glades","Florida","Labelle","5"
22,"Glades","Florida","Palmdale","3"
23,"Gulf","Florida","Wewahitchka","16"
23,"Gulf","Florida","Port Saint Joe","27"
24,"Hamilton","Florida","White Springs","7"
24,"Hamilton","Florida","Jennings","78"
24,"Hamilton","Florida","Jasper","294"
25,"Hardee","Florida","Wauchula","235"
25,"Hardee","Florida","Ona","7"
25,"Hardee","Florida","Bowling Green","118"
25,"Hardee","Florida","Zolfo Springs","48"
26,"Hendry","Florida","Labelle","366"
26,"Hendry","Florida","Felda","20"
26,"Hendry","Florida","Fort Denaud","8"
26,"Hendry","Florida","Clewiston","600"
27,"Hernando","Florida","Brooksville","155"
27,"Hernando","Florida","Spring Hill","324"
27,"Hernando","Florida","Weeki Wachee","19"
27,"Hernando","Florida","Hernando Beach","2"
27,"Hernando","Florida","Nobleton","2"
28,"Highlands","Florida","Lorida","3"
28,"Highlands","Florida","Lake Placid","60"
28,"Highlands","Florida","Venus","7"
28,"Highlands","Florida","Avon Park","126"
28,"Highlands","Florida","Sebring","172"
29,"Hillsborough","Florida","Sun City Center","88"
29,"Hillsborough","Florida","Dover","156"
29,"Hillsborough","Florida","Durant","2"
29,"Hillsborough","Florida","Ybor City","2"
29,"Hillsborough","Florida","Sun City","5"
29,"Hillsborough","Florida","Town N Country","1"
29,"Hillsborough","Florida","Brandon","905"
29,"Hillsborough","Florida","Balm","3"
29,"Hillsborough","Florida","Homeless","1"
29,"Hillsborough","Florida","Odessa","173"
29,"Hillsborough","Florida","Valrico","330"
29,"Hillsborough","Florida","Sydney","2"
29,"Hillsborough","Florida","Thonotosassa","67"
29,"Hillsborough","Florida","Tampa Palms","1"
29,"Hillsborough","Florida","Westchase","1"
29,"Hillsborough","Florida","University Of Tampa","1"
29,"Hillsborough","Florida","Arnondale","1"
29,"Hillsborough","Florida","Lutz","379"
29,"Hillsborough","Florida","Temple Terrace","14"
29,"Hillsborough","Florida","Plant City","754"
29,"Hillsborough","Florida","Wimauma","310"
29,"Hillsborough","Florida","Venice","1"
29,"Hillsborough","Florida","Carrollwood","12"
29,"Hillsborough","Florida","Tampa","9060"
29,"Hillsborough","Florida","Northdale","3"
29,"Hillsborough","Florida","Riverview","867"
29,"Hillsborough","Florida","Ruskin","370"
29,"Hillsborough","Florida","Seffner","219"
29,"Hillsborough","Florida","Lithia","97"
29,"Hillsborough","Florida","Mango","3"
29,"Hillsborough","Florida","Perth Amboy","1"
29,"Hillsborough","Florida","Gibsonton","136"
29,"Hillsborough","Florida","Apollo Beach","122"
30,"Holmes","Florida","Graceville","2"
30,"Holmes","Florida","Westville","3"
30,"Holmes","Florida","Bonifay","182"
31,"Indian River","Florida","Sebastian","82"
31,"Indian River","Florida","Fellsmere","213"
31,"Indian River","Florida","Vero Beach","581"
31,"Indian River","Florida","Wabasso","2"
31,"Indian River","Florida","Indian River Shores","1"
32,"Jackson","Florida","Graceville","8"
32,"Jackson","Florida","Marianna","123"
32,"Jackson","Florida","Alford","7"
32,"Jackson","Florida","Cottondale","18"
32,"Jackson","Florida","Greenwood","19"
32,"Jackson","Florida","Grand Ridge","11"
32,"Jackson","Florida","Sneads","175"
32,"Jackson","Florida","Malone","11"
32,"Jackson","Florida","Bascom","3"
32,"Jackson","Florida","Campbellton","3"
33,"Jefferson","Florida","Lamont","2"
33,"Jefferson","Florida","Monticello","48"
34,"Lafayette","Florida","Mayo","30"
34,"Lafayette","Florida","Branford","2"
35,"Lake","Florida","Clermont","509"
35,"Lake","Florida","Yalaha","10"
35,"Lake","Florida","Fruitland Park","22"
35,"Lake","Florida","Astor","6"
35,"Lake","Florida","Eustis","176"
35,"Lake","Florida","Mount Plymouth","2"
35,"Lake","Florida","Montverde","34"
35,"Lake","Florida","Sorrento","47"
35,"Lake","Florida","The Villages","10"
35,"Lake","Florida","Altoona","6"
35,"Lake","Florida","Umatilla","25"
35,"Lake","Florida","Okahumpka","8"
35,"Lake","Florida","Tavares","296"
35,"Lake","Florida","Groveland","119"
35,"Lake","Florida","Mount Dora","112"
35,"Lake","Florida","Paisley","5"
35,"Lake","Florida","Howey-In-The-Hills","16"
35,"Lake","Florida","Mascotte","47"
35,"Lake","Florida","Minneola","53"
35,"Lake","Florida","Grand Island","14"
35,"Lake","Florida","Leesburg","238"
35,"Lake","Florida","Lady Lake","41"
35,"Lake","Florida","Astatula","6"
36,"Lee","Florida","Sanibel","19"
36,"Lee","Florida","Boca Grande","2"
36,"Lee","Florida","Lehigh Acres","1519"
36,"Lee","Florida","Fort Myers","3239"
36,"Lee","Florida","San Carlos Park","2"
36,"Lee","Florida","Bokeelia","12"
36,"Lee","Florida","Saint James City","6"
36,"Lee","Florida","Bonita Springs","475"
36,"Lee","Florida","North Fort Myers","243"
36,"Lee","Florida","Tice","3"
36,"Lee","Florida","Cape Coral","1508"
36,"Lee","Florida","Buckingham","1"
36,"Lee","Florida","Miromar Lakes","2"
36,"Lee","Florida","Estero","159"
36,"Lee","Florida","Fort Myers Beach","37"
36,"Lee","Florida","Lehigh","2"
36,"Lee","Florida","Captiva","3"
36,"Lee","Florida","Matlacha","6"
36,"Lee","Florida","Alva","28"
37,"Leon","Florida","Tallahassee","1729"
37,"Leon","Florida","Florida State University","1"
37,"Leon","Florida","Centerville","2"
37,"Leon","Florida","Miccosukee","1"
38,"Levy","Florida","Morriston","12"
38,"Levy","Florida","Cedar Key","1"
38,"Levy","Florida","Chiefland","102"
38,"Levy","Florida","Bronson","32"
38,"Levy","Florida","Yankeetown","2"
38,"Levy","Florida","Williston","48"
39,"Liberty","Florida","Hosford","7"
39,"Liberty","Florida","Bristol","231"
40,"Madison","Florida","Greenville","15"
40,"Madison","Florida","Madison","143"
40,"Madison","Florida","Lee","14"
40,"Madison","Florida","Pinetta","6"
41,"Manatee","Florida","University Park","2"
41,"Manatee","Florida","Samoset","1"
41,"Manatee","Florida","Rubonia","2"
41,"Manatee","Florida","Palma Sola","2"
41,"Manatee","Florida","Palmetto","578"
