"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Gainesville","547"
1,"Alachua","Florida","Newberry","27"
1,"Alachua","Florida","Hawthorne","8"
1,"Alachua","Florida","Micanopy","4"
1,"Alachua","Florida","Waldo","6"
1,"Alachua","Florida","Alachua","29"
1,"Alachua","Florida","High Springs","14"
1,"Alachua","Florida","Archer","7"
1,"Alachua","Florida","Tioga","4"
1,"Alachua","Florida","La Crosse","1"
1,"Alachua","Florida","Santa Fe","1"
2,"Baker","Florida","Macclenny","25"
2,"Baker","Florida","Sanderson","6"
2,"Baker","Florida","Glen Saint Mary","5"
3,"Bay","Florida","Tyndall Air Force Base","1"
3,"Bay","Florida","Youngstown","4"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Callaway","3"
3,"Bay","Florida","Panama City Beach","25"
3,"Bay","Florida","Panama City","119"
3,"Bay","Florida","Lynn Haven","19"
3,"Bay","Florida","Southport","3"
3,"Bay","Florida","Fountain","2"
4,"Bradford","Florida","Lawtey","5"
4,"Bradford","Florida","Lake Butler","1"
4,"Bradford","Florida","Hampton","1"
4,"Bradford","Florida","Brooker","2"
4,"Bradford","Florida","Starke","52"
5,"Brevard","Florida","Mims","9"
5,"Brevard","Florida","Cocoa","160"
5,"Brevard","Florida","Melbourne Beach","4"
5,"Brevard","Florida","Port Saint John","1"
5,"Brevard","Florida","Indian Harbour Beach","7"
5,"Brevard","Florida","Merritt Island","42"
5,"Brevard","Florida","Sebastian","2"
5,"Brevard","Florida","Grant-Valkaria","4"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Titusville","54"
5,"Brevard","Florida","Palm Bay","139"
5,"Brevard","Florida","Rockledge","50"
5,"Brevard","Florida","Melbourne","209"
5,"Brevard","Florida","Patrick Air Force Base","1"
5,"Brevard","Florida","Indialantic","9"
5,"Brevard","Florida","Barefoot Bay","3"
5,"Brevard","Florida","Cape Canaveral","8"
5,"Brevard","Florida","Satellite Beach","24"
5,"Brevard","Florida","Cocoa Beach","21"
5,"Brevard","Florida","Malabar","4"
5,"Brevard","Florida","West Melbourne","8"
5,"Brevard","Florida","Viera","15"
6,"Broward","Florida","City Of Sunrise","1"
6,"Broward","Florida","Margate","280"
6,"Broward","Florida","Lighthouse Point","7"
6,"Broward","Florida","Fort Lauderdale","2330"
6,"Broward","Florida","Hallandale Beach","12"
6,"Broward","Florida","West Park","9"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","Lauderdale Lakes","92"
6,"Broward","Florida","Miramar","726"
6,"Broward","Florida","Dania","59"
6,"Broward","Florida","Coral Springs","450"
6,"Broward","Florida","Lauderhill","121"
6,"Broward","Florida","Plantation","239"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Weston","187"
6,"Broward","Florida","Deerfield Beach","307"
6,"Broward","Florida","North Lauderdale","225"
6,"Broward","Florida","Davie","297"
6,"Broward","Florida","Pembroke Park","2"
6,"Broward","Florida","Parkland","49"
6,"Broward","Florida","Pembroke Pines","219"
6,"Broward","Florida","Sunrise","343"
6,"Broward","Florida","Cooper City","67"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","Southwest Ranches","14"
6,"Broward","Florida","Lauderdale By The Sea","3"
6,"Broward","Florida","Wilton Manors","129"
6,"Broward","Florida","Oakland Park","156"
6,"Broward","Florida","Hollywood","2170"
6,"Broward","Florida","Tamarac","229"
