"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Waldo","8"
1,"Alachua","Florida","Hawthorne","21"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","High Springs","38"
1,"Alachua","Florida","Santa Fe","7"
1,"Alachua","Florida","La Crosse","5"
1,"Alachua","Florida","Tioga","6"
1,"Alachua","Florida","Archer","36"
1,"Alachua","Florida","Gainesville","1722"
1,"Alachua","Florida","Earleton","2"
1,"Alachua","Florida","Newberry","80"
1,"Alachua","Florida","Micanopy","12"
1,"Alachua","Florida","Alachua","116"
2,"Baker","Florida","Glen Saint Mary","18"
2,"Baker","Florida","Olustee","1"
2,"Baker","Florida","Sanderson","22"
2,"Baker","Florida","Macclenny","110"
3,"Bay","Florida","Southport","20"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Panama City","788"
3,"Bay","Florida","Inlet Beach","2"
3,"Bay","Florida","Panama City Beach","178"
3,"Bay","Florida","Youngstown","15"
3,"Bay","Florida","Seacrest","1"
3,"Bay","Florida","Lynn Haven","113"
3,"Bay","Florida","Watersound","1"
3,"Bay","Florida","Tyndall Air Force Base","4"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Fountain","8"
3,"Bay","Florida","Callaway","8"
4,"Bradford","Florida","Brooker","5"
4,"Bradford","Florida","Lawtey","23"
4,"Bradford","Florida","Lake Butler","2"
4,"Bradford","Florida","Hampton","4"
4,"Bradford","Florida","Starke","94"
5,"Brevard","Florida","Fellsmele","1"
5,"Brevard","Florida","Indian Harbour Beach","26"
5,"Brevard","Florida","Attached","1"
5,"Brevard","Florida","Valkaria","2"
5,"Brevard","Florida","Melbourne Beach","30"
5,"Brevard","Florida","Orlando","1"
5,"Brevard","Florida","Merritt Island","249"
5,"Brevard","Florida","Palm Bay","683"
5,"Brevard","Florida","Rockledge","191"
5,"Brevard","Florida","Melbourne","952"
5,"Brevard","Florida","Cape Canaveral","48"
5,"Brevard","Florida","Palm Shores","3"
5,"Brevard","Florida","Satellite Beach","92"
5,"Brevard","Florida","West Melbourne","67"
5,"Brevard","Florida","Patrick Air Force Base","16"
5,"Brevard","Florida","Viera","30"
5,"Brevard","Florida","Cocoa","405"
5,"Brevard","Florida","Port Saint John","3"
5,"Brevard","Florida","Cocoa Beach","106"
5,"Brevard","Florida","Indialantic","56"
5,"Brevard","Florida","Barefoot Bay","9"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Malabar","21"
5,"Brevard","Florida","Mims","41"
5,"Brevard","Florida","Sebastian","6"
5,"Brevard","Florida","Titusville","214"
5,"Brevard","Florida","Sharpes","1"
5,"Brevard","Florida","Grant-Valkaria","14"
6,"Broward","Florida","Weston","496"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Hollywood","6063"
6,"Broward","Florida","Sunrise","944"
6,"Broward","Florida","Parkland","152"
6,"Broward","Florida","Twentynine Palms","1"
6,"Broward","Florida","Deerfield Beach","865"
6,"Broward","Florida","City Of Sunrise","3"
6,"Broward","Florida","Hallandle Beach","1"
6,"Broward","Florida","Plantation","729"
6,"Broward","Florida","Cooper City","225"
6,"Broward","Florida","Miramar","1909"
6,"Broward","Florida","West Hollywood","1"
6,"Broward","Florida","Doral","1"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","Pembroke Park","2"
6,"Broward","Florida","Hallandale","574"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","Wilton Manors","180"
6,"Broward","Florida","Davie","965"
6,"Broward","Florida","Tamarac","727"
6,"Broward","Florida","Fort Lauderdale","6923"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Pompano Beach","3522"
6,"Broward","Florida","Pembroke Pines","439"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Coconut Creek","519"
6,"Broward","Florida","North Lauderdale","507"
6,"Broward","Florida","Hallandale Beach","21"
6,"Broward","Florida","Dania Beach","7"
6,"Broward","Florida","Lighthouse Point","10"
6,"Broward","Florida","Coral Springs","1095"
6,"Broward","Florida","Oakland Park","472"
6,"Broward","Florida","West Park","10"
6,"Broward","Florida","Southwest Ranches","53"
6,"Broward","Florida","Lauderdale Lakes","162"
6,"Broward","Florida","Margate","590"
6,"Broward","Florida","Lauderhill","191"
6,"Broward","Florida","Lauderdale By The Sea","18"
6,"Broward","Florida","At Large","2"
6,"Broward","Florida","Dania","221"
7,"Calhoun","Florida","Clarksville","7"
7,"Calhoun","Florida","Altha","36"
7,"Calhoun","Florida","Kinard","5"
7,"Calhoun","Florida","Wewahitchka","1"
7,"Calhoun","Florida","Blountstown","112"
8,"Charlotte","Florida","Rotunda West","39"
8,"Charlotte","Florida","Punta Gorda","384"
8,"Charlotte","Florida","Englewood","70"
8,"Charlotte","Florida","Port Charlotte","599"
8,"Charlotte","Florida","Placida","10"
8,"Charlotte","Florida","Fort Charlotte","1"
8,"Charlotte","Florida","El Jobean","1"
8,"Charlotte","Florida","Cape Haze","1"
8,"Charlotte","Florida","North Fort Myers","1"
9,"Citrus","Florida","Homosassa","57"
9,"Citrus","Florida","Beverly Hills","39"
9,"Citrus","Florida","Holder","1"
9,"Citrus","Florida","Floral City","11"
9,"Citrus","Florida","Citrus Springs","20"
9,"Citrus","Florida","Homosassa Springs","2"
9,"Citrus","Florida","Hernando","34"
9,"Citrus","Florida","Inverness","149"
9,"Citrus","Florida","Crystal River","94"
9,"Citrus","Florida","Lecanto","29"
9,"Citrus","Florida","Dunnellon","26"
10,"Clay","Florida","Penney Farms","4"
10,"Clay","Florida","Green Cove Springs","221"
10,"Clay","Florida","Middleburg","306"
10,"Clay","Florida","Orange Park","729"
10,"Clay","Florida","Fleming Island","190"
10,"Clay","Florida","Doctors Inlet","1"
10,"Clay","Florida","Keystone Heights","32"
11,"Collier","Florida","Estero","1"
11,"Collier","Florida","Apo","1"
11,"Collier","Florida","Immokalee","1731"
11,"Collier","Florida","Ave Maria","51"
11,"Collier","Florida","Ochopee","15"
11,"Collier","Florida","Everglades City","1"
11,"Collier","Florida","Naples","4013"
11,"Collier","Florida","Marco Island","52"
11,"Collier","Florida","Bonita Springs","1"
11,"Collier","Florida","Goodland","2"
11,"Collier","Florida","Chokoloskee","1"
12,"Columbia","Florida","Lake City","434"
12,"Columbia","Florida","Fort White","33"
12,"Columbia","Florida","Orlando","1"
12,"Columbia","Florida","Live Oak","1"
13,"Dade","Florida","Miami","39160"
13,"Dade","Florida","Bay Harbor Islands","8"
13,"Dade","Florida","Miami Lakes","340"
13,"Dade","Florida","Princeton","17"
13,"Dade","Florida","Hialeah","9073"
13,"Dade","Florida","El Portal","30"
13,"Dade","Florida","Carol City","80"
13,"Dade","Florida","Golden Beach","8"
13,"Dade","Florida","Fisher Island","2"
13,"Dade","Florida","Homestead","4496"
13,"Dade","Florida","Village Of Palmetto Bay","10"
13,"Dade","Florida","University Of Miami","1"
13,"Dade","Florida","Doral","858"
13,"Dade","Florida","Virginia Gardens","1"
13,"Dade","Florida","Quail Heights","1"
13,"Dade","Florida","Coconut Grove","31"
13,"Dade","Florida","Aollywoss","1"
13,"Dade","Florida","Kiiafai","1"
13,"Dade","Florida","Biscayne Park","27"
13,"Dade","Florida","Miami Shores","10"
13,"Dade","Florida","Cutler Ridge","2"
13,"Dade","Florida","North Bay Village","14"
13,"Dade","Florida","West Miami","36"
13,"Dade","Florida","Xifamk","1"
13,"Dade","Florida","Miami Beach","1912"
13,"Dade","Florida","Sunny Isles Beach","18"
13,"Dade","Florida","Sweetwater","13"
13,"Dade","Florida","North Miami","690"
13,"Dade","Florida","Kendall","13"
13,"Dade","Florida","Naranja","13"
13,"Dade","Florida","Miami Gardens","1707"
13,"Dade","Florida","North Miami Beach","988"
13,"Dade","Florida","Opa Locka","1379"
13,"Dade","Florida","Florida City","632"
13,"Dade","Florida","Miami Springs","17"
13,"Dade","Florida","Palmetto Bay","99"
13,"Dade","Florida","Hialeah Gardens","15"
13,"Dade","Florida","Everglades National Park","1"
13,"Dade","Florida","Miamf","1"
13,"Dade","Florida","Key Biscayne","162"
13,"Dade","Florida","Medley","55"
13,"Dade","Florida","Miamksaohes","1"
13,"Dade","Florida","Fl","1"
13,"Dade","Florida","Everett","1"
13,"Dade","Florida","Bal Harbour","27"
13,"Dade","Florida","Goulds","8"
13,"Dade","Florida","South Miami","317"
13,"Dade","Florida","Austin","1"
13,"Dade","Florida","Perrine","3"
13,"Dade","Florida","Aventura","383"
13,"Dade","Florida","Saint Petersburg","1"
13,"Dade","Florida","Coral Gables","540"
13,"Dade","Florida","Pinecrest","191"
13,"Dade","Florida","Surfside","25"
13,"Dade","Florida","Leisure City","1"
13,"Dade","Florida","Cutler Bay","26"
14,"Desoto","Florida","Lake Suzy","9"
14,"Desoto","Florida","Arcadia","723"
14,"Desoto","Florida","Nocatee","10"
15,"Dixie","Florida","Cross City","39"
15,"Dixie","Florida","Steinhatchee","2"
15,"Dixie","Florida","Old Town","61"
16,"Duval","Florida","Jupiter","1"
16,"Duval","Florida","Mayport Naval Housing","3"
16,"Duval","Florida","Atlantic Beach","201"
16,"Duval","Florida","Jacksonville Beach","472"
16,"Duval","Florida","Jacksonville Naval Air Station","1"
16,"Duval","Florida","Fpo","2"
16,"Duval","Florida","Saint Johns","1"
16,"Duval","Florida","Neptune Beach","103"
16,"Duval","Florida","Mayport","4"
16,"Duval","Florida","Baldwin","8"
16,"Duval","Florida","Jacksonville","11746"
16,"Duval","Florida","Jacksonville Naval Hospital","1"
16,"Duval","Florida","Maxville","2"
16,"Duval","Florida","Dinsmore","2"
17,"Escambia","Florida","Alva","1"
17,"Escambia","Florida","Cantonment","286"
17,"Escambia","Florida","Mcdavid","14"
17,"Escambia","Florida","Milton","1"
17,"Escambia","Florida","Molino","46"
17,"Escambia","Florida","Perdido Key","3"
17,"Escambia","Florida","Bellview","7"
17,"Escambia","Florida","Gulf Breeze","2"
17,"Escambia","Florida","Pensacola","3156"
17,"Escambia","Florida","Century","27"
17,"Escambia","Florida","Pensacola Beach","1"
17,"Escambia","Florida","Gonzalez","1"
17,"Escambia","Florida","Walnut Hill","6"
17,"Escambia","Florida","Pensacola Naval Hospital","1"
18,"Flagler","Florida","Flagler Beach","41"
18,"Flagler","Florida","Bunnell","40"
18,"Flagler","Florida","Beverly Beach","1"
18,"Flagler","Florida","Palm Coast","378"
19,"Franklin","Florida","Eastpoint","9"
19,"Franklin","Florida","Carrabelle","7"
19,"Franklin","Florida","Apalachicola","14"
20,"Gadsden","Florida","Gretna","24"
20,"Gadsden","Florida","Havana","61"
20,"Gadsden","Florida","Chattahoochee","33"
20,"Gadsden","Florida","Midway","43"
20,"Gadsden","Florida","Quincy","391"
20,"Gadsden","Florida","Greensboro","10"
21,"Gilchrist","Florida","Fanning Springs","1"
21,"Gilchrist","Florida","Bell","29"
21,"Gilchrist","Florida","Trenton","95"
22,"Glades","Florida","Palmdale","3"
22,"Glades","Florida","Moore Haven","188"
22,"Glades","Florida","Labelle","5"
23,"Gulf","Florida","Mexico Beach","1"
23,"Gulf","Florida","Port Saint Joe","43"
23,"Gulf","Florida","Wewahitchka","28"
24,"Hamilton","Florida","Jasper","323"
24,"Hamilton","Florida","Jennings","82"
24,"Hamilton","Florida","White Springs","15"
25,"Hardee","Florida","Zolfo Springs","60"
25,"Hardee","Florida","Bowling Green","131"
25,"Hardee","Florida","Wauchula","280"
25,"Hardee","Florida","Ona","9"
26,"Hendry","Florida","Felda","22"
26,"Hendry","Florida","Fort Denaud","10"
26,"Hendry","Florida","Clewiston","627"
26,"Hendry","Florida","Labelle","426"
27,"Hernando","Florida","Brooksville","267"
27,"Hernando","Florida","Spring Hill","501"
27,"Hernando","Florida","Nobleton","3"
27,"Hernando","Florida","Weeki Wachee","33"
27,"Hernando","Florida","Hernando Beach","3"
28,"Highlands","Florida","Sebring","223"
28,"Highlands","Florida","Lorida","3"
28,"Highlands","Florida","Venus","6"
28,"Highlands","Florida","Avon Park","180"
28,"Highlands","Florida","Lake Placid","69"
29,"Hillsborough","Florida","Palma Ceia","1"
29,"Hillsborough","Florida","Dover","224"
29,"Hillsborough","Florida","Mango","4"
29,"Hillsborough","Florida","Valrico","496"
29,"Hillsborough","Florida","Arnondale","1"
29,"Hillsborough","Florida","Sydney","3"
29,"Hillsborough","Florida","Clearwater","1"
29,"Hillsborough","Florida","Venice","1"
29,"Hillsborough","Florida","Seffner","308"
29,"Hillsborough","Florida","Ybor City","3"
29,"Hillsborough","Florida","Northdale","4"
29,"Hillsborough","Florida","Tampa Palms","1"
29,"Hillsborough","Florida","Perth Amboy","1"
29,"Hillsborough","Florida","Westchase","3"
29,"Hillsborough","Florida","Sun City Center","134"
29,"Hillsborough","Florida","Odessa","220"
29,"Hillsborough","Florida","Brandon","1304"
29,"Hillsborough","Florida","Carrollwood","13"
29,"Hillsborough","Florida","Town N Country","1"
29,"Hillsborough","Florida","Lutz","508"
29,"Hillsborough","Florida","Balm","8"
29,"Hillsborough","Florida","Homeless","1"
29,"Hillsborough","Florida","Apollo Beach","161"
29,"Hillsborough","Florida","Land O Lakes","2"
29,"Hillsborough","Florida","Tampa","11833"
29,"Hillsborough","Florida","Ruskin","514"
29,"Hillsborough","Florida","Lithia","142"
29,"Hillsborough","Florida","Wimauma","442"
29,"Hillsborough","Florida","Thonotosassa","86"
29,"Hillsborough","Florida","Gibsonton","188"
29,"Hillsborough","Florida","University Of Tampa","1"
29,"Hillsborough","Florida","Plant City","1037"
29,"Hillsborough","Florida","Durant","2"
29,"Hillsborough","Florida","Mulberry","2"
29,"Hillsborough","Florida","Riverview","1151"
29,"Hillsborough","Florida","Sun City","8"
29,"Hillsborough","Florida","Temple Terrace","15"
30,"Holmes","Florida","Ponce De Leon","1"
30,"Holmes","Florida","Bonifay","205"
30,"Holmes","Florida","Westville","5"
30,"Holmes","Florida","Graceville","2"
31,"Indian River","Florida","Vero Beach","753"
31,"Indian River","Florida","Indian River Shores","1"
31,"Indian River","Florida","Fellsmere","249"
31,"Indian River","Florida","Sebastian","118"
31,"Indian River","Florida","Wabasso","3"
32,"Jackson","Florida","Graceville","50"
32,"Jackson","Florida","Grand Ridge","19"
32,"Jackson","Florida","Bascom","4"
32,"Jackson","Florida","Campbellton","3"
32,"Jackson","Florida","Alford","11"
32,"Jackson","Florida","Malone","14"
32,"Jackson","Florida","Greenwood","30"
32,"Jackson","Florida","Marianna","185"
32,"Jackson","Florida","Sneads","179"
32,"Jackson","Florida","Cottondale","23"
33,"Jefferson","Florida","Monticello","62"
33,"Jefferson","Florida","Lamont","4"
34,"Lafayette","Florida","Mayo","47"
34,"Lafayette","Florida","Branford","2"
35,"Lake","Florida","Astor","14"
35,"Lake","Florida","Sorrento","61"
35,"Lake","Florida","Mount Plymouth","2"
35,"Lake","Florida","Okahumpka","9"
35,"Lake","Florida","Montverde","43"
35,"Lake","Florida","Yalaha","13"
35,"Lake","Florida","The Villages","15"
