"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Archer","27"
1,"Alachua","Florida","Micanopy","8"
1,"Alachua","Florida","Newberry","69"
1,"Alachua","Florida","Hawthorne","18"
1,"Alachua","Florida","High Springs","34"
1,"Alachua","Florida","Earleton","2"
1,"Alachua","Florida","Santa Fe","7"
1,"Alachua","Florida","Gainesville","1471"
1,"Alachua","Florida","Waldo","8"
1,"Alachua","Florida","Alachua","99"
1,"Alachua","Florida","Tioga","5"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","La Crosse","4"
2,"Baker","Florida","Olustee","1"
2,"Baker","Florida","Macclenny","76"
2,"Baker","Florida","Glen Saint Mary","13"
2,"Baker","Florida","Sanderson","22"
3,"Bay","Florida","Panama City Beach","131"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Callaway","7"
3,"Bay","Florida","Tyndall Air Force Base","3"
3,"Bay","Florida","Inlet Beach","2"
3,"Bay","Florida","Southport","12"
3,"Bay","Florida","Lynn Haven","80"
3,"Bay","Florida","Watersound","1"
3,"Bay","Florida","Youngstown","15"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Fountain","6"
3,"Bay","Florida","Seacrest","1"
3,"Bay","Florida","Panama City","576"
4,"Bradford","Florida","Lawtey","18"
4,"Bradford","Florida","Starke","75"
4,"Bradford","Florida","Lake Butler","2"
4,"Bradford","Florida","Brooker","3"
4,"Bradford","Florida","Hampton","3"
5,"Brevard","Florida","Viera","22"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Rockledge","158"
5,"Brevard","Florida","Melbourne","783"
5,"Brevard","Florida","Indian Harbour Beach","21"
5,"Brevard","Florida","Orlando","1"
5,"Brevard","Florida","Malabar","16"
5,"Brevard","Florida","Merritt Island","195"
5,"Brevard","Florida","Indialantic","51"
5,"Brevard","Florida","Palm Shores","1"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Cocoa Beach","89"
5,"Brevard","Florida","Cocoa","371"
5,"Brevard","Florida","Palm Bay","557"
5,"Brevard","Florida","Titusville","178"
5,"Brevard","Florida","Melbourne Beach","23"
5,"Brevard","Florida","Mims","35"
5,"Brevard","Florida","Barefoot Bay","8"
5,"Brevard","Florida","Cape Canaveral","44"
5,"Brevard","Florida","Satellite Beach","81"
5,"Brevard","Florida","Grant-Valkaria","13"
5,"Brevard","Florida","Attached","1"
5,"Brevard","Florida","Sharpes","1"
5,"Brevard","Florida","West Melbourne","55"
5,"Brevard","Florida","Port Saint John","2"
5,"Brevard","Florida","Sebastian","5"
5,"Brevard","Florida","Patrick Air Force Base","11"
5,"Brevard","Florida","Fellsmele","1"
6,"Broward","Florida","Dania Beach","7"
6,"Broward","Florida","Miramar","1583"
6,"Broward","Florida","Davie","762"
6,"Broward","Florida","Hallandale Beach","23"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","Lauderhill","174"
6,"Broward","Florida","Tamarac","546"
6,"Broward","Florida","Dania","179"
6,"Broward","Florida","Pompano Beach","2635"
6,"Broward","Florida","Lauderdale By The Sea","14"
6,"Broward","Florida","North Lauderdale","411"
6,"Broward","Florida","Parkland","124"
6,"Broward","Florida","Pembroke Park","2"
6,"Broward","Florida","Lighthouse Point","10"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Hollywood","4894"
6,"Broward","Florida","Twentynine Palms","1"
6,"Broward","Florida","Plantation","588"
6,"Broward","Florida","Coconut Creek","427"
6,"Broward","Florida","West Park","10"
6,"Broward","Florida","Sunrise","772"
6,"Broward","Florida","Fort Lauderdale","5241"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","At Large","2"
6,"Broward","Florida","Wilton Manors","163"
6,"Broward","Florida","Oakland Park","361"
6,"Broward","Florida","Cooper City","170"
6,"Broward","Florida","Southwest Ranches","45"
6,"Broward","Florida","Weston","408"
6,"Broward","Florida","West Hollywood","1"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Margate","500"
6,"Broward","Florida","Hallandale","429"
6,"Broward","Florida","Coral Springs","890"
6,"Broward","Florida","City Of Sunrise","2"
6,"Broward","Florida","Pembroke Pines","380"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","Lauderdale Lakes","136"
6,"Broward","Florida","Deerfield Beach","679"
7,"Calhoun","Florida","Clarksville","3"
7,"Calhoun","Florida","Blountstown","81"
7,"Calhoun","Florida","Altha","16"
7,"Calhoun","Florida","Kinard","2"
8,"Charlotte","Florida","Punta Gorda","329"
8,"Charlotte","Florida","Placida","7"
8,"Charlotte","Florida","Cape Haze","1"
8,"Charlotte","Florida","Englewood","53"
8,"Charlotte","Florida","Fort Charlotte","1"
8,"Charlotte","Florida","Rotunda West","32"
8,"Charlotte","Florida","North Fort Myers","1"
8,"Charlotte","Florida","Port Charlotte","541"
9,"Citrus","Florida","Beverly Hills","32"
9,"Citrus","Florida","Homosassa","52"
9,"Citrus","Florida","Homosassa Springs","2"
9,"Citrus","Florida","Floral City","9"
9,"Citrus","Florida","Dunnellon","21"
9,"Citrus","Florida","Inverness","123"
9,"Citrus","Florida","Citrus Springs","19"
9,"Citrus","Florida","Crystal River","74"
9,"Citrus","Florida","Hernando","26"
9,"Citrus","Florida","Lecanto","28"
9,"Citrus","Florida","Holder","1"
10,"Clay","Florida","Keystone Heights","22"
10,"Clay","Florida","Doctors Inlet","1"
10,"Clay","Florida","Penney Farms","4"
10,"Clay","Florida","Orange Park","538"
10,"Clay","Florida","Fleming Island","143"
10,"Clay","Florida","Middleburg","246"
10,"Clay","Florida","Green Cove Springs","187"
11,"Collier","Florida","Apo","1"
11,"Collier","Florida","Immokalee","1634"
11,"Collier","Florida","Bonita Springs","1"
11,"Collier","Florida","Ochopee","13"
11,"Collier","Florida","Chokoloskee","1"
11,"Collier","Florida","Naples","3363"
11,"Collier","Florida","Estero","1"
11,"Collier","Florida","Everglades City","1"
11,"Collier","Florida","Goodland","2"
11,"Collier","Florida","Ave Maria","50"
11,"Collier","Florida","Marco Island","46"
12,"Columbia","Florida","Lake City","361"
12,"Columbia","Florida","Live Oak","1"
12,"Columbia","Florida","Fort White","26"
13,"Dade","Florida","Miami","32698"
13,"Dade","Florida","South Miami","300"
13,"Dade","Florida","Goulds","6"
13,"Dade","Florida","Miami Lakes","286"
13,"Dade","Florida","Hialeah","7564"
13,"Dade","Florida","Medley","46"
13,"Dade","Florida","Austin","1"
13,"Dade","Florida","Coral Gables","465"
13,"Dade","Florida","El Portal","27"
13,"Dade","Florida","Homestead","3768"
13,"Dade","Florida","Carol City","61"
13,"Dade","Florida","West Miami","33"
13,"Dade","Florida","Miami Beach","1603"
13,"Dade","Florida","Doral","694"
13,"Dade","Florida","Fisher Island","2"
13,"Dade","Florida","Sunny Isles Beach","17"
13,"Dade","Florida","Coconut Grove","25"
13,"Dade","Florida","Princeton","12"
13,"Dade","Florida","Fl","1"
13,"Dade","Florida","Pinecrest","161"
13,"Dade","Florida","Biscayne Park","23"
13,"Dade","Florida","Kendall","11"
13,"Dade","Florida","Miamf","1"
13,"Dade","Florida","North Miami","615"
13,"Dade","Florida","Aventura","325"
13,"Dade","Florida","Key Biscayne","137"
13,"Dade","Florida","Everglades National Park","1"
13,"Dade","Florida","Florida City","590"
13,"Dade","Florida","Village Of Palmetto Bay","10"
13,"Dade","Florida","Cutler Ridge","2"
13,"Dade","Florida","Miami Gardens","1395"
13,"Dade","Florida","Hialeah Gardens","15"
13,"Dade","Florida","Miami Springs","15"
13,"Dade","Florida","Sweetwater","10"
13,"Dade","Florida","Opa Locka","1144"
13,"Dade","Florida","Kiiafai","1"
13,"Dade","Florida","Perrine","3"
13,"Dade","Florida","Golden Beach","8"
13,"Dade","Florida","Bal Harbour","25"
13,"Dade","Florida","Xifamk","1"
13,"Dade","Florida","North Bay Village","14"
13,"Dade","Florida","Smiawic","1"
13,"Dade","Florida","Quail Heights","1"
13,"Dade","Florida","Leisure City","1"
13,"Dade","Florida","North Miami Beach","789"
13,"Dade","Florida","Aollywoss","1"
13,"Dade","Florida","Palmetto Bay","89"
13,"Dade","Florida","Bay Harbor Islands","7"
13,"Dade","Florida","Saint Petersburg","1"
13,"Dade","Florida","Miami Shores","10"
13,"Dade","Florida","Cutler Bay","23"
13,"Dade","Florida","Surfside","22"
13,"Dade","Florida","Naranja","11"
13,"Dade","Florida","Virginia Gardens","1"
14,"Desoto","Florida","Lake Suzy","9"
14,"Desoto","Florida","Arcadia","674"
14,"Desoto","Florida","Nocatee","8"
15,"Dixie","Florida","Old Town","52"
15,"Dixie","Florida","Steinhatchee","1"
15,"Dixie","Florida","Cross City","32"
16,"Duval","Florida","Neptune Beach","96"
16,"Duval","Florida","Atlantic Beach","167"
16,"Duval","Florida","Jacksonville","9481"
16,"Duval","Florida","Jacksonville Beach","410"
16,"Duval","Florida","Saint Johns","1"
16,"Duval","Florida","Dinsmore","2"
16,"Duval","Florida","Jupiter","1"
16,"Duval","Florida","Mayport Naval Housing","1"
16,"Duval","Florida","Mayport","3"
16,"Duval","Florida","Fpo","2"
16,"Duval","Florida","Baldwin","8"
17,"Escambia","Florida","Perdido Key","3"
17,"Escambia","Florida","Molino","36"
17,"Escambia","Florida","Pensacola Beach","1"
17,"Escambia","Florida","Gulf Breeze","2"
17,"Escambia","Florida","Pensacola","2393"
17,"Escambia","Florida","Milton","1"
17,"Escambia","Florida","Alva","1"
17,"Escambia","Florida","Bellview","7"
17,"Escambia","Florida","Walnut Hill","3"
17,"Escambia","Florida","Mcdavid","7"
17,"Escambia","Florida","Cantonment","206"
17,"Escambia","Florida","Century","17"
17,"Escambia","Florida","Pensacola Naval Hospital","1"
18,"Flagler","Florida","Flagler Beach","38"
18,"Flagler","Florida","Beverly Beach","1"
18,"Flagler","Florida","Palm Coast","327"
18,"Flagler","Florida","Bunnell","28"
19,"Franklin","Florida","Eastpoint","5"
19,"Franklin","Florida","Apalachicola","6"
19,"Franklin","Florida","Carrabelle","6"
20,"Gadsden","Florida","Havana","46"
20,"Gadsden","Florida","Greensboro","8"
20,"Gadsden","Florida","Chattahoochee","29"
20,"Gadsden","Florida","Midway","36"
20,"Gadsden","Florida","Gretna","21"
20,"Gadsden","Florida","Quincy","321"
21,"Gilchrist","Florida","Trenton","90"
21,"Gilchrist","Florida","Bell","23"
