"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Archer","47"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","Santa Fe","8"
1,"Alachua","Florida","Alachua","144"
1,"Alachua","Florida","Gainesville","2016"
1,"Alachua","Florida","La Crosse","5"
1,"Alachua","Florida","Hawthorne","28"
1,"Alachua","Florida","Newberry","94"
1,"Alachua","Florida","Micanopy","16"
1,"Alachua","Florida","Waldo","9"
1,"Alachua","Florida","Earleton","2"
1,"Alachua","Florida","Tioga","6"
1,"Alachua","Florida","High Springs","44"
2,"Baker","Florida","Macclenny","134"
2,"Baker","Florida","Sanderson","27"
2,"Baker","Florida","Olustee","1"
2,"Baker","Florida","Glen Saint Mary","31"
3,"Bay","Florida","Watersound","1"
3,"Bay","Florida","Southport","30"
3,"Bay","Florida","Mexico Beach","2"
3,"Bay","Florida","Lynn Haven","176"
3,"Bay","Florida","Seacrest","1"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Fountain","17"
3,"Bay","Florida","Panama City Beach","245"
3,"Bay","Florida","Inlet Beach","2"
3,"Bay","Florida","Panama City","1154"
3,"Bay","Florida","Youngstown","31"
3,"Bay","Florida","Tyndall Air Force Base","7"
3,"Bay","Florida","Callaway","9"
4,"Bradford","Florida","Starke","130"
4,"Bradford","Florida","Brooker","6"
4,"Bradford","Florida","Lake Butler","2"
4,"Bradford","Florida","Lawtey","29"
4,"Bradford","Florida","Hampton","6"
5,"Brevard","Florida","Palm Bay","790"
5,"Brevard","Florida","Indialantic","68"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Grant-Valkaria","15"
5,"Brevard","Florida","Titusville","263"
5,"Brevard","Florida","Valkaria","2"
5,"Brevard","Florida","Cape Canaveral","52"
5,"Brevard","Florida","West Melbourne","78"
5,"Brevard","Florida","Sharpes","1"
5,"Brevard","Florida","Barefoot Bay","9"
5,"Brevard","Florida","Micco","3"
5,"Brevard","Florida","Palm Shores","3"
5,"Brevard","Florida","Cocoa Beach","115"
5,"Brevard","Florida","Cocoa","461"
5,"Brevard","Florida","Merritt Island","278"
5,"Brevard","Florida","Patrick Air Force Base","19"
5,"Brevard","Florida","Mims","43"
5,"Brevard","Florida","Sebastian","6"
5,"Brevard","Florida","Melbourne Beach","38"
5,"Brevard","Florida","Malabar","23"
5,"Brevard","Florida","Melbourne","1167"
5,"Brevard","Florida","Fellsmele","1"
5,"Brevard","Florida","Rockledge","222"
5,"Brevard","Florida","Satellite Beach","106"
5,"Brevard","Florida","Kissimmee","1"
5,"Brevard","Florida","Port Saint John","3"
5,"Brevard","Florida","Orlando","2"
5,"Brevard","Florida","Indian Harbour Beach","28"
5,"Brevard","Florida","Viera","33"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","City Of Sunrise","3"
6,"Broward","Florida","Coconut Creek","677"
6,"Broward","Florida","Lauderhill","219"
6,"Broward","Florida","Dania","270"
6,"Broward","Florida","Tamarac","921"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Southwest Ranches","78"
6,"Broward","Florida","Hallandale","716"
6,"Broward","Florida","Hollywood","7233"
6,"Broward","Florida","Dania Beach","7"
