"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Waldo","7"
1,"Alachua","Florida","Tioga","4"
1,"Alachua","Florida","Santa Fe","5"
1,"Alachua","Florida","High Springs","21"
1,"Alachua","Florida","Alachua","48"
1,"Alachua","Florida","Micanopy","6"
1,"Alachua","Florida","Gainesville","1006"
1,"Alachua","Florida","Newberry","44"
1,"Alachua","Florida","Hawthorne","11"
1,"Alachua","Florida","Archer","14"
1,"Alachua","Florida","La Crosse","1"
2,"Baker","Florida","Glen Saint Mary","7"
2,"Baker","Florida","Macclenny","43"
2,"Baker","Florida","Sanderson","10"
3,"Bay","Florida","Fountain","3"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Panama City Beach","47"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Panama City","258"
3,"Bay","Florida","Inlet Beach","1"
3,"Bay","Florida","Lynn Haven","33"
3,"Bay","Florida","Southport","5"
3,"Bay","Florida","Youngstown","7"
3,"Bay","Florida","Callaway","5"
3,"Bay","Florida","Tyndall Air Force Base","2"
4,"Bradford","Florida","Starke","62"
4,"Bradford","Florida","Hampton","1"
4,"Bradford","Florida","Lake Butler","1"
4,"Bradford","Florida","Lawtey","13"
4,"Bradford","Florida","Brooker","3"
5,"Brevard","Florida","Patrick Air Force Base","7"
5,"Brevard","Florida","Satellite Beach","46"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Cocoa Beach","58"
5,"Brevard","Florida","Melbourne","497"
5,"Brevard","Florida","Titusville","118"
5,"Brevard","Florida","Palm Shores","1"
5,"Brevard","Florida","Indian Harbour Beach","16"
5,"Brevard","Florida","Grant-Valkaria","7"
5,"Brevard","Florida","Indialantic","27"
5,"Brevard","Florida","Mims","26"
5,"Brevard","Florida","Malabar","9"
5,"Brevard","Florida","Port Saint John","2"
5,"Brevard","Florida","Palm Bay","302"
5,"Brevard","Florida","Merritt Island","128"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Cocoa","275"
5,"Brevard","Florida","Sharpes","1"
5,"Brevard","Florida","Sebastian","4"
5,"Brevard","Florida","West Melbourne","20"
5,"Brevard","Florida","Barefoot Bay","5"
5,"Brevard","Florida","Viera","17"
5,"Brevard","Florida","Cape Canaveral","32"
5,"Brevard","Florida","Rockledge","109"
5,"Brevard","Florida","Melbourne Beach","16"
6,"Broward","Florida","Pompano Beach","1778"
6,"Broward","Florida","Oakland Park","236"
6,"Broward","Florida","Weston","251"
6,"Broward","Florida","Coral Springs","635"
6,"Broward","Florida","Cooper City","109"
6,"Broward","Florida","Davie","474"
6,"Broward","Florida","Parkland","76"
6,"Broward","Florida","Lauderhill","137"
6,"Broward","Florida","Wilton Manors","139"
6,"Broward","Florida","Dania","98"
6,"Broward","Florida","Hallandale Beach","16"
6,"Broward","Florida","Coconut Creek","265"
6,"Broward","Florida","Hallandale","262"
6,"Broward","Florida","Southwest Ranches","22"
6,"Broward","Florida","Plantation","375"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Fort Lauderdale","3385"
6,"Broward","Florida","At Large","2"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","Dania Beach","4"
6,"Broward","Florida","Lighthouse Point","7"
6,"Broward","Florida","Lauderdale Lakes","109"
6,"Broward","Florida","Pembroke Pines","291"
