"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Tioga","4"
1,"Alachua","Florida","Micanopy","4"
1,"Alachua","Florida","Alachua","23"
1,"Alachua","Florida","Waldo","5"
1,"Alachua","Florida","Gainesville","454"
1,"Alachua","Florida","Santa Fe","1"
1,"Alachua","Florida","Archer","4"
1,"Alachua","Florida","Hawthorne","9"
1,"Alachua","Florida","High Springs","12"
1,"Alachua","Florida","La Crosse","1"
1,"Alachua","Florida","Newberry","21"
2,"Baker","Florida","Glen Saint Mary","4"
2,"Baker","Florida","Macclenny","25"
2,"Baker","Florida","Sanderson","5"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Tyndall Air Force Base","1"
3,"Bay","Florida","Southport","3"
3,"Bay","Florida","Lynn Haven","14"
3,"Bay","Florida","Panama City Beach","23"
3,"Bay","Florida","Fountain","2"
3,"Bay","Florida","Youngstown","4"
3,"Bay","Florida","Panama City","98"
3,"Bay","Florida","Callaway","3"
4,"Bradford","Florida","Starke","47"
4,"Bradford","Florida","Hampton","1"
4,"Bradford","Florida","Brooker","2"
4,"Bradford","Florida","Lake Butler","1"
4,"Bradford","Florida","Lawtey","2"
5,"Brevard","Florida","Sebastian","2"
5,"Brevard","Florida","Port Saint John","1"
5,"Brevard","Florida","Mims","8"
5,"Brevard","Florida","Palm Bay","90"
5,"Brevard","Florida","Barefoot Bay","3"
5,"Brevard","Florida","Cape Canaveral","4"
5,"Brevard","Florida","Cocoa","123"
5,"Brevard","Florida","Rockledge","35"
5,"Brevard","Florida","Indian Harbour Beach","7"
5,"Brevard","Florida","Melbourne Beach","4"
5,"Brevard","Florida","Grant-Valkaria","3"
5,"Brevard","Florida","Melbourne","165"
5,"Brevard","Florida","West Melbourne","7"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Cocoa Beach","15"
5,"Brevard","Florida","Indialantic","3"
5,"Brevard","Florida","Merritt Island","33"
5,"Brevard","Florida","Viera","15"
5,"Brevard","Florida","Titusville","47"
5,"Brevard","Florida","Satellite Beach","21"
5,"Brevard","Florida","Malabar","2"
6,"Broward","Florida","Weston","166"
6,"Broward","Florida","Coral Springs","408"
6,"Broward","Florida","Fort Lauderdale","2,094"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Hollywood","1,922"
6,"Broward","Florida","Wilton Manors","127"
6,"Broward","Florida","Oakland Park","138"
6,"Broward","Florida","Dania Beach","1"
6,"Broward","Florida","Pembroke Park","1"
6,"Broward","Florida","Sunrise","306"
6,"Broward","Florida","Pembroke Pines","185"
6,"Broward","Florida","Deerfield Beach","261"
6,"Broward","Florida","Margate","249"
6,"Broward","Florida","Miramar","607"
6,"Broward","Florida","Lighthouse Point","6"
6,"Broward","Florida","Lauderhill","113"
6,"Broward","Florida","Lauderdale Lakes","87"
6,"Broward","Florida","Miami","1"
6,"Broward","Florida","Lauderdale By The Sea","3"
6,"Broward","Florida","West Park","9"
6,"Broward","Florida","Parkland","44"
6,"Broward","Florida","North Lauderdale","186"
6,"Broward","Florida","Coconut Creek","144"
6,"Broward","Florida","Hallandale Beach","11"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Cooper City","63"
6,"Broward","Florida","City Of Sunrise","1"
6,"Broward","Florida","Tamarac","206"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","Dania","50"
6,"Broward","Florida","Plantation","208"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Pompano Beach","1,076"
6,"Broward","Florida","Southwest Ranches","12"
6,"Broward","Florida","Davie","257"
6,"Broward","Florida","Hallandale","146"
7,"Calhoun","Florida","Blountstown","61"
7,"Calhoun","Florida","Altha","5"
8,"Charlotte","Florida","Port Charlotte","333"
8,"Charlotte","Florida","Placida","5"
8,"Charlotte","Florida","Rotunda West","16"
8,"Charlotte","Florida","Punta Gorda","172"
8,"Charlotte","Florida","Englewood","13"
9,"Citrus","Florida","Inverness","59"
9,"Citrus","Florida","Citrus Springs","13"
9,"Citrus","Florida","Floral City","4"
9,"Citrus","Florida","Homosassa","12"
9,"Citrus","Florida","Crystal River","23"
9,"Citrus","Florida","Hernando","9"
9,"Citrus","Florida","Dunnellon","6"
9,"Citrus","Florida","Beverly Hills","11"
9,"Citrus","Florida","Lecanto","13"
10,"Clay","Florida","Keystone Heights","10"
10,"Clay","Florida","Green Cove Springs","115"
10,"Clay","Florida","Orange Park","198"
10,"Clay","Florida","Fleming Island","37"
10,"Clay","Florida","Middleburg","75"
11,"Collier","Florida","Estero","1"
11,"Collier","Florida","Ave Maria","28"
11,"Collier","Florida","Goodland","1"
11,"Collier","Florida","Naples","1,361"
11,"Collier","Florida","Marco Island","22"
11,"Collier","Florida","Immokalee","1,178"
11,"Collier","Florida","Ochopee","1"
12,"Columbia","Florida","Fort White","12"
12,"Columbia","Florida","Lake City","172"
13,"Dade","Florida","Miami","13,470"
13,"Dade","Florida","Hialeah","3,005"
13,"Dade","Florida","Palmetto Bay","37"
13,"Dade","Florida","Miami Beach","973"
13,"Dade","Florida","Bay Harbor Islands","6"
13,"Dade","Florida","Hialeah Gardens","14"
13,"Dade","Florida","Miami Gardens","476"
13,"Dade","Florida","Sunny Isles Beach","9"
13,"Dade","Florida","Homestead","1,397"
13,"Dade","Florida","Doral","291"
13,"Dade","Florida","Medley","13"
13,"Dade","Florida","Sweetwater","4"
13,"Dade","Florida","Miami Springs","11"
13,"Dade","Florida","North Bay Village","13"
13,"Dade","Florida","Perrine","1"
13,"Dade","Florida","Virginia Gardens","1"
13,"Dade","Florida","Biscayne Park","11"
13,"Dade","Florida","Miami Lakes","80"
13,"Dade","Florida","Kendall","10"
13,"Dade","Florida","Naranja","2"
13,"Dade","Florida","El Portal","17"
13,"Dade","Florida","Carol City","17"
13,"Dade","Florida","Bal Harbour","15"
