"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Jasper","1"
1,"Alachua","Florida","Tioga","4"
1,"Alachua","Florida","Archer","14"
1,"Alachua","Florida","Waldo","7"
1,"Alachua","Florida","Newberry","49"
1,"Alachua","Florida","La Crosse","3"
1,"Alachua","Florida","High Springs","24"
1,"Alachua","Florida","Hawthorne","13"
1,"Alachua","Florida","Micanopy","6"
1,"Alachua","Florida","Santa Fe","5"
1,"Alachua","Florida","Gainesville","1117"
1,"Alachua","Florida","Alachua","59"
2,"Baker","Florida","Macclenny","56"
2,"Baker","Florida","Glen Saint Mary","10"
2,"Baker","Florida","Sanderson","11"
3,"Bay","Florida","Panama City Beach","90"
3,"Bay","Florida","Southport","9"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Callaway","7"
3,"Bay","Florida","Lynn Haven","50"
3,"Bay","Florida","Tyndall Air Force Base","3"
3,"Bay","Florida","Youngstown","10"
3,"Bay","Florida","Inlet Beach","1"
3,"Bay","Florida","Fountain","5"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Panama City","364"
4,"Bradford","Florida","Lawtey","14"
4,"Bradford","Florida","Hampton","3"
4,"Bradford","Florida","Starke","65"
4,"Bradford","Florida","Brooker","3"
4,"Bradford","Florida","Lake Butler","1"
5,"Brevard","Florida","West Melbourne","36"
5,"Brevard","Florida","Satellite Beach","56"
5,"Brevard","Florida","Indialantic","36"
5,"Brevard","Florida","Palm Shores","1"
5,"Brevard","Florida","Merritt Island","147"
5,"Brevard","Florida","Grant-Valkaria","9"
5,"Brevard","Florida","Melbourne","605"
5,"Brevard","Florida","Sharpes","1"
5,"Brevard","Florida","Malabar","14"
5,"Brevard","Florida","Titusville","135"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Cape Canaveral","37"
5,"Brevard","Florida","Sebastian","4"
5,"Brevard","Florida","Mims","27"
5,"Brevard","Florida","Indian Harbour Beach","18"
5,"Brevard","Florida","Cocoa","303"
5,"Brevard","Florida","Barefoot Bay","5"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Melboure","1"
5,"Brevard","Florida","Rockledge","123"
5,"Brevard","Florida","Palm Bay","428"
5,"Brevard","Florida","Melbourne Beach","18"
5,"Brevard","Florida","Patrick Air Force Base","8"
5,"Brevard","Florida","Viera","19"
5,"Brevard","Florida","Port Saint John","2"
5,"Brevard","Florida","Cocoa Beach","68"
5,"Brevard","Florida","Fellsmele","1"
6,"Broward","Florida","Plantation","406"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","West Park","9"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","Lauderhill","140"
6,"Broward","Florida","Hallandale","299"
6,"Broward","Florida","City Of Sunrise","2"
6,"Broward","Florida","Pembroke Pines","304"
6,"Broward","Florida","Coconut Creek","289"
6,"Broward","Florida","Davie","515"
6,"Broward","Florida","At Large","2"
6,"Broward","Florida","Cooper City","121"
6,"Broward","Florida","Miramar","1217"
6,"Broward","Florida","Southwest Ranches","25"
6,"Broward","Florida","Margate","390"
6,"Broward","Florida","Sunrise","556"
6,"Broward","Florida","Fort Lauderdale","3686"
6,"Broward","Florida","Oakland Park","255"
6,"Broward","Florida","Tamarac","364"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Weston","277"
6,"Broward","Florida","North Lauderdale","313"
6,"Broward","Florida","Dania","111"
6,"Broward","Florida","Lauderdale Lakes","113"
6,"Broward","Florida","Deerfield Beach","460"
6,"Broward","Florida","Hollywood","3462"
6,"Broward","Florida","Coral Springs","685"
6,"Broward","Florida","Lauderdale By The Sea","10"
6,"Broward","Florida","Parkland","84"
6,"Broward","Florida","Pompano Beach","1922"
