"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","La Crosse","4"
1,"Alachua","Florida","Hawthorne","17"
1,"Alachua","Florida","Archer","23"
1,"Alachua","Florida","Micanopy","8"
1,"Alachua","Florida","Tioga","4"
1,"Alachua","Florida","Port Richey","1"
1,"Alachua","Florida","High Springs","31"
1,"Alachua","Florida","Santa Fe","5"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","Alachua","93"
1,"Alachua","Florida","Newberry","62"
1,"Alachua","Florida","Earleton","2"
1,"Alachua","Florida","Gainesville","1342"
1,"Alachua","Florida","Waldo","9"
2,"Baker","Florida","Glen Saint Mary","13"
2,"Baker","Florida","Sanderson","18"
2,"Baker","Florida","Macclenny","71"
3,"Bay","Florida","Youngstown","13"
3,"Bay","Florida","Tyndall Air Force Base","3"
3,"Bay","Florida","Southport","10"
3,"Bay","Florida","Fountain","5"
3,"Bay","Florida","Seacrest","1"
3,"Bay","Florida","Inlet Beach","1"
3,"Bay","Florida","Parker","1"
3,"Bay","Florida","Panama City Beach","117"
3,"Bay","Florida","Callaway","7"
3,"Bay","Florida","Lynn Haven","63"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Panama City","480"
4,"Bradford","Florida","Hampton","3"
4,"Bradford","Florida","Lawtey","14"
4,"Bradford","Florida","Lake Butler","1"
4,"Bradford","Florida","Brooker","3"
4,"Bradford","Florida","Starke","70"
5,"Brevard","Florida","Orlando","1"
5,"Brevard","Florida","Sebastian","5"
5,"Brevard","Florida","West Melbourne","47"
5,"Brevard","Florida","Cape Canaveral","43"
5,"Brevard","Florida","Titusville","162"
5,"Brevard","Florida","Fellsmele","1"
5,"Brevard","Florida","Scottsmoor","1"
5,"Brevard","Florida","Barefoot Bay","7"
5,"Brevard","Florida","Merritt Island","180"
5,"Brevard","Florida","Malabar","15"
5,"Brevard","Florida","Rockledge","149"
5,"Brevard","Florida","Palm Bay","509"
5,"Brevard","Florida","Cocoa","343"
5,"Brevard","Florida","Indialantic","42"
5,"Brevard","Florida","Cocoa Beach","83"
5,"Brevard","Florida","Satellite Beach","75"
5,"Brevard","Florida","Melbourne Beach","22"
5,"Brevard","Florida","Viera","20"
5,"Brevard","Florida","Palm Shores","1"
5,"Brevard","Florida","Patrick Air Force Base","8"
5,"Brevard","Florida","Mims","33"
5,"Brevard","Florida","Grant-Valkaria","9"
5,"Brevard","Florida","Valkaria","1"
5,"Brevard","Florida","Port Saint John","2"
5,"Brevard","Florida","Melbourne","727"
5,"Brevard","Florida","Sharpes","2"
5,"Brevard","Florida","Indian Harbour Beach","18"
6,"Broward","Florida","Pembroke Pines","360"
6,"Broward","Florida","Davie","684"
6,"Broward","Florida","Tamarac","490"
6,"Broward","Florida","Lauderhill","162"
6,"Broward","Florida","Deerfield Beach","625"
6,"Broward","Florida","Laud-By-The-Sea","1"
6,"Broward","Florida","Dania","154"
6,"Broward","Florida","North Lauderdale","381"
6,"Broward","Florida","Weston","370"
6,"Broward","Florida","West Park","10"
6,"Broward","Florida","Pembroke Park","2"
6,"Broward","Florida","Lighthouse Point","10"
6,"Broward","Florida","Port Everglades","1"
6,"Broward","Florida","Hillsboro Beach","1"
6,"Broward","Florida","At Large","2"
6,"Broward","Florida","Pompano Beach","2424"
6,"Broward","Florida","Lauderdale Lakes","130"
6,"Broward","Florida","Margate","465"
6,"Broward","Florida","Oakland Park","339"
6,"Broward","Florida","Parkland","105"
6,"Broward","Florida","Coral Springs","817"
6,"Broward","Florida","Hallandale Beach","22"
6,"Broward","Florida","Sunrise","703"
6,"Broward","Florida","Twentynine Palms","1"
6,"Broward","Florida","Pooler","1"
6,"Broward","Florida","West Hollywood","1"
6,"Broward","Florida","Dania Beach","5"
6,"Broward","Florida","Hallandale","397"
6,"Broward","Florida","Lauderdale By The Sea","14"
6,"Broward","Florida","Hollywood","4530"
6,"Broward","Florida","Coconut Creek","386"
6,"Broward","Florida","Fort Lauderdale","4794"
6,"Broward","Florida","Alpharetta","1"
6,"Broward","Florida","Wilton Manors","156"
6,"Broward","Florida","City Of Sunrise","2"
6,"Broward","Florida","Miramar","1481"
6,"Broward","Florida","Cooper City","155"
6,"Broward","Florida","Plantation","541"
6,"Broward","Florida","Southwest Ranches","38"
7,"Calhoun","Florida","Clarksville","2"
7,"Calhoun","Florida","Kinard","2"
7,"Calhoun","Florida","Blountstown","77"
7,"Calhoun","Florida","Altha","13"
8,"Charlotte","Florida","Port Charlotte","534"
8,"Charlotte","Florida","Englewood","48"
8,"Charlotte","Florida","Punta Gorda","306"
8,"Charlotte","Florida","Rotunda West","30"
8,"Charlotte","Florida","Cape Haze","1"
8,"Charlotte","Florida","Placida","7"
9,"Citrus","Florida","Beverly Hills","30"
9,"Citrus","Florida","Citrus Springs","18"
9,"Citrus","Florida","Dunnellon","17"
9,"Citrus","Florida","Floral City","8"
9,"Citrus","Florida","Homosassa","41"
9,"Citrus","Florida","Holder","1"
9,"Citrus","Florida","Inverness","112"
9,"Citrus","Florida","Crystal River","63"
9,"Citrus","Florida","Hernando","22"
9,"Citrus","Florida","Lecanto","24"
10,"Clay","Florida","Doctors Inlet","1"
10,"Clay","Florida","Fleming Island","122"
10,"Clay","Florida","Orange Park","468"
10,"Clay","Florida","Keystone Heights","21"
10,"Clay","Florida","Penney Farms","1"
10,"Clay","Florida","Middleburg","216"
10,"Clay","Florida","Green Cove Springs","171"
11,"Collier","Florida","Ave Maria","48"
11,"Collier","Florida","Everglades City","1"
11,"Collier","Florida","Marco Island","42"
11,"Collier","Florida","Estero","1"
11,"Collier","Florida","Ochopee","12"
11,"Collier","Florida","Bonita Springs","1"
11,"Collier","Florida","Goodland","2"
11,"Collier","Florida","Naples","3071"
11,"Collier","Florida","Chokoloskee","1"
11,"Collier","Florida","Immokalee","1591"
11,"Collier","Florida","Apo","1"
12,"Columbia","Florida","Fort White","25"
12,"Columbia","Florida","Lake City","335"
13,"Dade","Florida","Miami","29557"
13,"Dade","Florida","El Portal","26"
13,"Dade","Florida","Aollywoss","1"
13,"Dade","Florida","Miami Shores","8"
13,"Dade","Florida","Hialeah","6856"
13,"Dade","Florida","North Miami Beach","740"
13,"Dade","Florida","Miami Lakes","258"
13,"Dade","Florida","Carol City","56"
13,"Dade","Florida","Fisher Island","2"
13,"Dade","Florida","Homestead","3373"
13,"Dade","Florida","Kendall","11"
13,"Dade","Florida","Bal Harbour","24"
13,"Dade","Florida","Golden Beach","7"
13,"Dade","Florida","Biscayne Park","23"
13,"Dade","Florida","Doral","626"
13,"Dade","Florida","South Miami","292"
13,"Dade","Florida","Hialeah Gardens","15"
13,"Dade","Florida","Miami Gardens","1268"
13,"Dade","Florida","West Miami","32"
13,"Dade","Florida","Everglades National Park","1"
13,"Dade","Florida","Naranja","9"
13,"Dade","Florida","Sunny Isles Beach","15"
13,"Dade","Florida","Fl","1"
13,"Dade","Florida","Village Of Palmetto Bay","8"
13,"Dade","Florida","Miami Beach","1539"
13,"Dade","Florida","Florida City","566"
13,"Dade","Florida","Virginia Gardens","1"
13,"Dade","Florida","Palmetto Bay","80"
13,"Dade","Florida","Princeton","12"
13,"Dade","Florida","Pinecrest","138"
13,"Dade","Florida","Opa Locka","1024"
13,"Dade","Florida","Miami Springs","13"
13,"Dade","Florida","Sweetwater","9"
13,"Dade","Florida","Quail Heights","1"
13,"Dade","Florida","North Miami","571"
13,"Dade","Florida","Coconut Grove","24"
13,"Dade","Florida","Medley","39"
13,"Dade","Florida","Coral Gables","419"
13,"Dade","Florida","Cutler Bay","20"
13,"Dade","Florida","Key Biscayne","122"
13,"Dade","Florida","Bay Harbor Islands","7"
13,"Dade","Florida","Cutler Ridge","2"
13,"Dade","Florida","Smiawic","1"
13,"Dade","Florida","Perrine","2"
13,"Dade","Florida","Surfside","21"
13,"Dade","Florida","Aventura","311"
13,"Dade","Florida","Goulds","6"
13,"Dade","Florida","North Bay Village","14"
13,"Dade","Florida","Saint Petersburg","1"
14,"Desoto","Florida","Nocatee","8"
14,"Desoto","Florida","Lake Suzy","7"
14,"Desoto","Florida","Arcadia","654"
15,"Dixie","Florida","Steinhatchee","1"
15,"Dixie","Florida","Cross City","28"
15,"Dixie","Florida","Old Town","47"
16,"Duval","Florida","Baldwin","7"
16,"Duval","Florida","Saint Johns","1"
16,"Duval","Florida","Jacksonville Beach","376"
16,"Duval","Florida","Jupiter","1"
16,"Duval","Florida","Jacksonville","8607"
16,"Duval","Florida","Neptune Beach","92"
16,"Duval","Florida","Dinsmore","2"
16,"Duval","Florida","Fpo","2"
16,"Duval","Florida","Atlantic Beach","150"
16,"Duval","Florida","Mayport","3"
17,"Escambia","Florida","Alva","1"
17,"Escambia","Florida","Pensacola Beach","1"
17,"Escambia","Florida","Molino","32"
17,"Escambia","Florida","Mcdavid","7"
17,"Escambia","Florida","Gulf Breeze","2"
17,"Escambia","Florida","Bellview","7"
17,"Escambia","Florida","Perdido Key","3"
17,"Escambia","Florida","Century","16"
17,"Escambia","Florida","Pensacola","2204"
17,"Escambia","Florida","Walnut Hill","3"
17,"Escambia","Florida","Milton","1"
17,"Escambia","Florida","Cantonment","192"
17,"Escambia","Florida","Pensacola Naval Hospital","1"
18,"Flagler","Florida","Bunnell","27"
18,"Flagler","Florida","Palm Coast","310"
18,"Flagler","Florida","Flagler Beach","29"
19,"Franklin","Florida","Carrabelle","5"
19,"Franklin","Florida","Eastpoint","4"
19,"Franklin","Florida","Apalachicola","4"
20,"Gadsden","Florida","Midway","35"
20,"Gadsden","Florida","Chattahoochee","29"
20,"Gadsden","Florida","Havana","44"
20,"Gadsden","Florida","Gretna","22"
20,"Gadsden","Florida","Quincy","311"
20,"Gadsden","Florida","Greensboro","10"
21,"Gilchrist","Florida","Fanning Springs","1"
21,"Gilchrist","Florida","Bell","20"
21,"Gilchrist","Florida","Trenton","85"
22,"Glades","Florida","Moore Haven","174"
22,"Glades","Florida","Labelle","5"
22,"Glades","Florida","Palmdale","3"
23,"Gulf","Florida","Wewahitchka","16"
23,"Gulf","Florida","Port Saint Joe","26"
24,"Hamilton","Florida","Jennings","78"
24,"Hamilton","Florida","White Springs","8"
24,"Hamilton","Florida","Jasper","298"
25,"Hardee","Florida","Bowling Green","118"
25,"Hardee","Florida","Ona","7"
25,"Hardee","Florida","Wauchula","236"
25,"Hardee","Florida","Zolfo Springs","48"
26,"Hendry","Florida","Labelle","373"
26,"Hendry","Florida","Felda","20"
26,"Hendry","Florida","Fort Denaud","8"
26,"Hendry","Florida","Clewiston","603"
27,"Hernando","Florida","Nobleton","3"
27,"Hernando","Florida","Weeki Wachee","20"
27,"Hernando","Florida","Spring Hill","329"
27,"Hernando","Florida","Hernando Beach","2"
27,"Hernando","Florida","Brooksville","163"
28,"Highlands","Florida","Avon Park","131"
28,"Highlands","Florida","Venus","7"
28,"Highlands","Florida","Sebring","175"
28,"Highlands","Florida","Lorida","3"
28,"Highlands","Florida","Lake Placid","62"
29,"Hillsborough","Florida","Tampa","9278"
29,"Hillsborough","Florida","Plant City","769"
29,"Hillsborough","Florida","Lithia","101"
29,"Hillsborough","Florida","Tampa Palms","1"
29,"Hillsborough","Florida","Homeless","1"
29,"Hillsborough","Florida","Gibsonton","141"
29,"Hillsborough","Florida","Carrollwood","12"
29,"Hillsborough","Florida","Arnondale","1"
29,"Hillsborough","Florida","Lutz","389"
29,"Hillsborough","Florida","University Of Tampa","1"
29,"Hillsborough","Florida","Durant","2"
29,"Hillsborough","Florida","Venice","1"
29,"Hillsborough","Florida","Wimauma","317"
29,"Hillsborough","Florida","Ruskin","381"
29,"Hillsborough","Florida","Sun City","6"
29,"Hillsborough","Florida","Dover","161"
29,"Hillsborough","Florida","Brandon","923"
29,"Hillsborough","Florida","Temple Terrace","14"
29,"Hillsborough","Florida","Odessa","175"
29,"Hillsborough","Florida","Valrico","340"
29,"Hillsborough","Florida","Mango","3"
29,"Hillsborough","Florida","Westchase","1"
29,"Hillsborough","Florida","Thonotosassa","69"
29,"Hillsborough","Florida","Seffner","228"
29,"Hillsborough","Florida","Sydney","2"
29,"Hillsborough","Florida","Town N Country","1"
29,"Hillsborough","Florida","Balm","3"
