"DEPCODE","County","State","City","Cases"
1,"Alachua","Florida","Gainesville","2067"
1,"Alachua","Florida","Waldo","9"
1,"Alachua","Florida","Newberry","97"
1,"Alachua","Florida","Santa Fe","8"
1,"Alachua","Florida","Tioga","6"
1,"Alachua","Florida","High Springs","44"
1,"Alachua","Florida","Hawthorne","31"
1,"Alachua","Florida","Archer","47"
1,"Alachua","Florida","Micanopy","18"
1,"Alachua","Florida","Wesley Chapel","1"
1,"Alachua","Florida","La Crosse","5"
1,"Alachua","Florida","Alachua","148"
1,"Alachua","Florida","Earleton","2"
2,"Baker","Florida","Olustee","1"
2,"Baker","Florida","Glen Saint Mary","31"
2,"Baker","Florida","Sanderson","28"
2,"Baker","Florida","Macclenny","138"
3,"Bay","Florida","Mexico Beach","2"
3,"Bay","Florida","Callaway","10"
3,"Bay","Florida","Seacrest","1"
3,"Bay","Florida","Watersound","1"
3,"Bay","Florida","Tyndall Air Force Base","7"
3,"Bay","Florida","Inlet Beach","2"
3,"Bay","Florida","Bayou George","1"
3,"Bay","Florida","Panama City","1229"
3,"Bay","Florida","Fountain","17"
3,"Bay","Florida","Youngstown","36"
3,"Bay","Florida","Lynn Haven","187"
3,"Bay","Florida","Southport","33"
3,"Bay","Florida","Panama City Beach","256"
3,"Bay","Florida","Parker","1"
4,"Bradford","Florida","Lake Butler","2"
4,"Bradford","Florida","Hampton","6"
4,"Bradford","Florida","Lawtey","30"
4,"Bradford","Florida","Starke","130"
4,"Bradford","Florida","Brooker","7"
5,"Brevard","Florida","Barefoot Bay","9"
5,"Brevard","Florida","Grant-Valkaria","15"
5,"Brevard","Florida","Mims","45"
5,"Brevard","Florida","West Melbourne","80"
5,"Brevard","Florida","Satellite Beach","107"
5,"Brevard","Florida","Valkaria","2"
5,"Brevard","Florida","Palm Shores","3"
5,"Brevard","Florida","Melbourne Beach","39"
5,"Brevard","Florida","Rockledge","232"
5,"Brevard","Florida","Fellsmele","1"
5,"Brevard","Florida","Micco","3"
5,"Brevard","Florida","Kissimmee","1"
5,"Brevard","Florida","Malabar","23"
5,"Brevard","Florida","Orlando","2"
